Last Name,First Name,Middle Name,Drivers License,Latitude,Longitude,DateTime
Combs,Jared,Skyler,C809022189166,39.28675933835719,-76.6580315789659,2016-05-02 00:00:00
Combs,Jared,Skyler,C809022189166,39.286789703850154,-76.65810809206702,2016-05-02 00:00:10
Combs,Jared,Skyler,C809022189166,39.28678276350612,-76.65804472212245,2016-05-02 00:00:20
Combs,Jared,Skyler,C809022189166,39.28678040268699,-76.65791358368494,2016-05-02 00:00:30
Combs,Jared,Skyler,C809022189166,39.28686416182098,-76.65796916045899,2016-05-02 00:00:40
Combs,Jared,Skyler,C809022189166,39.28670565873835,-76.65806434110536,2016-05-02 00:00:50
Combs,Jared,Skyler,C809022189166,39.286785411029626,-76.65807086770606,2016-05-02 00:01:00
Combs,Jared,Skyler,C809022189166,39.286809275850594,-76.65801528225293,2016-05-02 00:01:10
Combs,Jared,Skyler,C809022189166,39.28676548377672,-76.65800725756054,2016-05-02 00:01:20
Combs,Jared,Skyler,C809022189166,39.28685770758035,-76.65808486643714,2016-05-02 00:01:30
Combs,Jared,Skyler,C809022189166,39.28674733921053,-76.65792492900646,2016-05-02 00:01:40
Combs,Jared,Skyler,C809022189166,39.286852178957965,-76.6580975974728,2016-05-02 00:01:50
Combs,Jared,Skyler,C809022189166,39.28676257049397,-76.6580183420651,2016-05-02 00:02:00
Combs,Jared,Skyler,C809022189166,39.286704731211955,-76.65800452022455,2016-05-02 00:02:10
Combs,Jared,Skyler,C809022189166,39.28677623146982,-76.65804481304585,2016-05-02 00:02:20
Combs,Jared,Skyler,C809022189166,39.28681709974192,-76.6581615345483,2016-05-02 00:02:30
Combs,Jared,Skyler,C809022189166,39.286799019049354,-76.65806267501807,2016-05-02 00:02:40
Combs,Jared,Skyler,C809022189166,39.28674644849814,-76.65808412905731,2016-05-02 00:02:50
Combs,Jared,Skyler,C809022189166,39.28666111820139,-76.65799154600269,2016-05-02 00:03:00
Combs,Jared,Skyler,C809022189166,39.286778346452714,-76.6580440786665,2016-05-02 00:03:10
Combs,Jared,Skyler,C809022189166,39.28666867251036,-76.65800744500321,2016-05-02 00:03:20
Combs,Jared,Skyler,C809022189166,39.286793385014676,-76.65805732036868,2016-05-02 00:03:30
Combs,Jared,Skyler,C809022189166,39.28685660214721,-76.65800595392348,2016-05-02 00:03:40
Combs,Jared,Skyler,C809022189166,39.286876296454125,-76.65807955015252,2016-05-02 00:03:50
Combs,Jared,Skyler,C809022189166,39.286756740683884,-76.65799137897464,2016-05-02 00:04:00
Combs,Jared,Skyler,C809022189166,39.28675726274327,-76.65802511570702,2016-05-02 00:04:10
Combs,Jared,Skyler,C809022189166,39.28677797650177,-76.6580435863863,2016-05-02 00:04:20
Combs,Jared,Skyler,C809022189166,39.286737932665666,-76.65797367775755,2016-05-02 00:04:30
Combs,Jared,Skyler,C809022189166,39.28678114343041,-76.65803930141512,2016-05-02 00:04:40
Combs,Jared,Skyler,C809022189166,39.28684859203636,-76.65805560448423,2016-05-02 00:04:50
Combs,Jared,Skyler,C809022189166,39.28678634501109,-76.65806200678051,2016-05-02 00:05:00
Combs,Jared,Skyler,C809022189166,39.28683943711138,-76.65798015894029,2016-05-02 00:05:10
Combs,Jared,Skyler,C809022189166,39.28675132318793,-76.65803136037421,2016-05-02 00:05:20
Combs,Jared,Skyler,C809022189166,39.2868105719213,-76.65802966025319,2016-05-02 00:05:30
Combs,Jared,Skyler,C809022189166,39.28677652159525,-76.65804140475045,2016-05-02 00:05:40
Combs,Jared,Skyler,C809022189166,39.2867506612381,-76.65795708062605,2016-05-02 00:05:50
Combs,Jared,Skyler,C809022189166,39.286744795930204,-76.657951255311,2016-05-02 00:06:00
Combs,Jared,Skyler,C809022189166,39.28684015198003,-76.65795927585961,2016-05-02 00:06:10
Combs,Jared,Skyler,C809022189166,39.286820708514966,-76.65804016743127,2016-05-02 00:06:20
Combs,Jared,Skyler,C809022189166,39.286824598665085,-76.65804435648342,2016-05-02 00:06:30
Combs,Jared,Skyler,C809022189166,39.286762981002674,-76.65814526481395,2016-05-02 00:06:40
Combs,Jared,Skyler,C809022189166,39.28671695558249,-76.65798930915716,2016-05-02 00:06:50
Combs,Jared,Skyler,C809022189166,39.28678072399007,-76.65806533115604,2016-05-02 00:07:00
Combs,Jared,Skyler,C809022189166,39.286772272527855,-76.65816831082651,2016-05-02 00:07:10
Combs,Jared,Skyler,C809022189166,39.28677863564063,-76.65803557235154,2016-05-02 00:07:20
Combs,Jared,Skyler,C809022189166,39.28665990162915,-76.65798778091953,2016-05-02 00:07:30
Combs,Jared,Skyler,C809022189166,39.286706648879736,-76.65806311091035,2016-05-02 00:07:40
Combs,Jared,Skyler,C809022189166,39.28668613503583,-76.65807274397014,2016-05-02 00:07:50
Combs,Jared,Skyler,C809022189166,39.28688266593171,-76.65800306676863,2016-05-02 00:08:00
Combs,Jared,Skyler,C809022189166,39.286800001362806,-76.65802544455788,2016-05-02 00:08:10
Combs,Jared,Skyler,C809022189166,39.286792488895685,-76.65802548465662,2016-05-02 00:08:20
Combs,Jared,Skyler,C809022189166,39.28680738120891,-76.65804116816999,2016-05-02 00:08:30
Combs,Jared,Skyler,C809022189166,39.28675092238353,-76.65797575648931,2016-05-02 00:08:40
Combs,Jared,Skyler,C809022189166,39.28675004431091,-76.65798724958921,2016-05-02 00:08:50
Combs,Jared,Skyler,C809022189166,39.28682076169503,-76.6580334949859,2016-05-02 00:09:00
Combs,Jared,Skyler,C809022189166,39.28680267678243,-76.65807502377857,2016-05-02 00:09:10
Combs,Jared,Skyler,C809022189166,39.28672755538768,-76.65798180689553,2016-05-02 00:09:20
Combs,Jared,Skyler,C809022189166,39.286837666316366,-76.65811867651053,2016-05-02 00:09:30
Combs,Jared,Skyler,C809022189166,39.28677190119678,-76.65801533479576,2016-05-02 00:09:40
Combs,Jared,Skyler,C809022189166,39.28673844977862,-76.65807809881929,2016-05-02 00:09:50
Combs,Jared,Skyler,C809022189166,39.286818717577255,-76.65796041708055,2016-05-02 00:10:00
Combs,Jared,Skyler,C809022189166,39.28682212141401,-76.65800732105217,2016-05-02 00:10:10
Combs,Jared,Skyler,C809022189166,39.28686767569422,-76.65803098784397,2016-05-02 00:10:20
Combs,Jared,Skyler,C809022189166,39.28684147637005,-76.65808450141623,2016-05-02 00:10:30
Combs,Jared,Skyler,C809022189166,39.28671316121435,-76.65812525782201,2016-05-02 00:10:40
Combs,Jared,Skyler,C809022189166,39.28676376765478,-76.65792710682982,2016-05-02 00:10:50
Combs,Jared,Skyler,C809022189166,39.28680875909792,-76.65804118481961,2016-05-02 00:11:00
Combs,Jared,Skyler,C809022189166,39.28680586397365,-76.65800795181296,2016-05-02 00:11:10
Combs,Jared,Skyler,C809022189166,39.2868636308762,-76.65800558658614,2016-05-02 00:11:20
Combs,Jared,Skyler,C809022189166,39.28671029841487,-76.65805950074417,2016-05-02 00:11:30
Combs,Jared,Skyler,C809022189166,39.286827987961196,-76.65800402574926,2016-05-02 00:11:40
Combs,Jared,Skyler,C809022189166,39.28677498195562,-76.65804201340843,2016-05-02 00:11:50
Combs,Jared,Skyler,C809022189166,39.286697575017094,-76.65802957202229,2016-05-02 00:12:00
Combs,Jared,Skyler,C809022189166,39.28675604757481,-76.65794504177438,2016-05-02 00:12:10
Combs,Jared,Skyler,C809022189166,39.28678576958598,-76.65804523671821,2016-05-02 00:12:20
Combs,Jared,Skyler,C809022189166,39.286774796376775,-76.65794508070898,2016-05-02 00:12:30
Combs,Jared,Skyler,C809022189166,39.28669793935347,-76.65803208854587,2016-05-02 00:12:40
Combs,Jared,Skyler,C809022189166,39.28682066624657,-76.65797182174894,2016-05-02 00:12:50
Combs,Jared,Skyler,C809022189166,39.286898422150735,-76.65804042250556,2016-05-02 00:13:00
Combs,Jared,Skyler,C809022189166,39.28682058513333,-76.65796493713442,2016-05-02 00:13:10
Combs,Jared,Skyler,C809022189166,39.286726283134726,-76.65813186553827,2016-05-02 00:13:20
Combs,Jared,Skyler,C809022189166,39.286762247730444,-76.65803070474685,2016-05-02 00:13:30
Combs,Jared,Skyler,C809022189166,39.28676075997907,-76.6581337806598,2016-05-02 00:13:40
Combs,Jared,Skyler,C809022189166,39.28685661370626,-76.65795148181304,2016-05-02 00:13:50
Combs,Jared,Skyler,C809022189166,39.286864050546534,-76.65801469757916,2016-05-02 00:14:00
Combs,Jared,Skyler,C809022189166,39.28673288918895,-76.6581524909678,2016-05-02 00:14:10
