Last Name,First Name,Middle Name,Drivers License,Latitude,Longitude,DateTime
Combs,Arthur,Albert,C120015039414,39.2850251,-76.6689467,1462369021000
Combs,Arthur,Albert,C120015039414,39.285145509912375,-76.66895063826897,1462369022000
Combs,Arthur,Albert,C120015039414,39.285265919824745,-76.66895457653791,1462369023000
Combs,Arthur,Albert,C120015039414,39.28538632973712,-76.66895851480687,1462369024000
Combs,Arthur,Albert,C120015039414,39.2855067396495,-76.66896245307584,1462369025000
Combs,Arthur,Albert,C120015039414,39.285627149561876,-76.66896639134478,1462369026000
Combs,Arthur,Albert,C120015039414,39.285747559474245,-76.66897032961374,1462369027000
Combs,Arthur,Albert,C120015039414,39.28586796938662,-76.6689742678827,1462369028000
Combs,Arthur,Albert,C120015039414,39.285932699535735,-76.66891804751062,1462369029000
Combs,Arthur,Albert,C120015039414,39.28593807039426,-76.66879769298914,1462369030000
Combs,Arthur,Albert,C120015039414,39.285943441252776,-76.66867733846766,1462369031000
Combs,Arthur,Albert,C120015039414,39.28594741396679,-76.66855693708138,1462369032000
Combs,Arthur,Albert,C120015039414,39.285950114505546,-76.66843649305267,1462369033000
Combs,Arthur,Albert,C120015039414,39.285952815044304,-76.66831604902396,1462369034000
Combs,Arthur,Albert,C120015039414,39.28595551558306,-76.66819560499526,1462369035000
Combs,Arthur,Albert,C120015039414,39.28595883452879,-76.66807517676804,1462369036000
Combs,Arthur,Albert,C120015039414,39.28596228865066,-76.66795475199483,1462369037000
Combs,Arthur,Albert,C120015039414,39.28596574277253,-76.66783432722161,1462369038000
Combs,Arthur,Albert,C120015039414,39.28597419440913,-76.6677141697874,1462369039000
Combs,Arthur,Albert,C120015039414,39.285988266219036,-76.66759463529668,1462369040000
Combs,Arthur,Albert,C120015039414,39.28601036360093,-76.6674762048839,1462369041000
Combs,Arthur,Albert,C120015039414,39.28603725882549,-76.667358795358,1462369042000
Combs,Arthur,Albert,C120015039414,39.28607266968152,-76.66724366060363,1462369043000
Combs,Arthur,Albert,C120015039414,39.28611510574958,-76.66713096172053,1462369044000
