Last Name,First Name,Middle Name,Drivers License,Latitude,Longitude,DateTime
Combs,Arthur,Albert,C120015039414,39.2876363,-76.6591258,1462484041000
Combs,Arthur,Albert,C120015039414,39.28763187223987,-76.65924619290635,1462484042000
Combs,Arthur,Albert,C120015039414,39.28762743645465,-76.65936658551496,1462484043000
Combs,Arthur,Albert,C120015039414,39.28762293068885,-76.65948697552716,1462484044000
Combs,Arthur,Albert,C120015039414,39.287618258959384,-76.65960735842998,1462484045000
Combs,Arthur,Albert,C120015039414,39.287612452857395,-76.65972769273989,1462484046000
Combs,Arthur,Albert,C120015039414,39.2876066467554,-76.65984802704979,1462484047000
Combs,Arthur,Albert,C120015039414,39.28760084065341,-76.6599683613597,1462484048000
Combs,Arthur,Albert,C120015039414,39.28759503455142,-76.6600886956696,1462484049000
Combs,Arthur,Albert,C120015039414,39.28758922844943,-76.66020902997951,1462484050000
Combs,Arthur,Albert,C120015039414,39.28758342234744,-76.66032936428941,1462484051000
Combs,Arthur,Albert,C120015039414,39.28757761624544,-76.66044969859931,1462484052000
Combs,Arthur,Albert,C120015039414,39.287571810143454,-76.66057003290922,1462484053000
Combs,Arthur,Albert,C120015039414,39.28756600404146,-76.66069036721912,1462484054000
Combs,Arthur,Albert,C120015039414,39.28756019793947,-76.66081070152903,1462484055000
Combs,Arthur,Albert,C120015039414,39.28755439183748,-76.66093103583893,1462484056000
Combs,Arthur,Albert,C120015039414,39.287548585735486,-76.66105137014884,1462484057000
Combs,Arthur,Albert,C120015039414,39.2875427796335,-76.66117170445874,1462484058000
Combs,Arthur,Albert,C120015039414,39.28753982114904,-76.66129214072197,1462484059000
Combs,Arthur,Albert,C120015039414,39.28753700675103,-76.66141258214394,1462484060000
Combs,Arthur,Albert,C120015039414,39.28753419235303,-76.6615330235659,1462484061000
Combs,Arthur,Albert,C120015039414,39.28753137795503,-76.66165346498786,1462484062000
Combs,Arthur,Albert,C120015039414,39.28752856355702,-76.66177390640982,1462484063000
Combs,Arthur,Albert,C120015039414,39.287525749159016,-76.66189434783179,1462484064000
Combs,Arthur,Albert,C120015039414,39.28752285068073,-76.6620147871428,1462484065000
Combs,Arthur,Albert,C120015039414,39.287519617636136,-76.66213521805403,1462484066000
Combs,Arthur,Albert,C120015039414,39.287514194493184,-76.6622555564976,1462484067000
Combs,Arthur,Albert,C120015039414,39.287501870251845,-76.6623751559055,1462484068000
Combs,Arthur,Albert,C120015039414,39.28747893258502,-76.66249342644451,1462484069000
Combs,Arthur,Albert,C120015039414,39.28745064983277,-76.6626104502648,1462484070000
Combs,Arthur,Albert,C120015039414,39.28741933470229,-76.66272678076191,1462484071000
